id,business_id,text,rating
sZvW-ceQXj2Q-4X4pcTEug,AFt1Qcec4_JNr6PWpkRYyw,"I can't believe it's taken me this long to boast about Sushi Lin, except that I likely didn't want everyone to know so I could still easily get my spot at...",5
6MveDQA4rehNIm9RxpnHnA,AFt1Qcec4_JNr6PWpkRYyw,"It's really outstanding.  There are probably 5 Sushi places with in 1/4 mile of this place and this is by far the best and highest quality.  Also, a great...",5
W81Zne4fH64SAvnnttY3Fg,EIcbGkl6bRtAi12zcjA7-A,Very solid sushi spot in this neighborhood. The prices are fair. The portions are fair. Delivery is very fast. Obviously it's not the best sushi in the...,4
jyN0CdywiQ7B0Dfm0BlBiQ,EIcbGkl6bRtAi12zcjA7-A,"New to the area and have been trying out different sushi spots. We ordered off seamless. First off, prices were very good compared to other local spots....",5
i7r_JH4Wf3IgLeCWHlgBwg,EIcbGkl6bRtAi12zcjA7-A,"Average sushi place. I did like the food, it just wasn't very special. It's on the cheaper side and definitely get what you pay for. Their normal rolls are...",3
sDfaBFM0u4VIlKnQclN3RQ,1yvEVWnJfodsReGHc8DuVQ,"I'm picky with sushi and I think this is THE BEST casual sushi place in NYC. I'm cool with non authentic sushi and Japanese food, but I don't like sushi...",5
Pg1ITv8jHje9OwR_FllZWA,1yvEVWnJfodsReGHc8DuVQ,Silver Rice is a great option to get a quick & healthy bite in Lefferts. The staff is super friendly and quick in fulfilling orders. They were also...,5
9R21fURHWoV7X2KpQG9rtw,1yvEVWnJfodsReGHc8DuVQ,"Amazing! Super fresh, pretty affordable. The small cups are a nice option if you're not starving. The bowls are pretty big. The rolls are GREAT, both the...",5
c_PlPnUoJGG8u3P8z6RzTg,T2fE7hGS83Ba-QNCOqbK4A,"This is my favorite restaurant ever. Period. I've probably ordered and eaten from here over 100 times over the past few years. 

My mom and I have been...",5
MtpcHQAVkJYu5azopD7pCQ,T2fE7hGS83Ba-QNCOqbK4A,"Before the pandemic actually I visited with friends and family; I personally love the environment, super clean and a good variety in food! Very good...",5
ku_iNfrCj4meHsA3HBMYfg,T2fE7hGS83Ba-QNCOqbK4A,"Friendly service, Great food & they still managed ambience in this COVID era with jazz music and a ventilated but warm backyard seating option. Was very...",5
XgNt2J5rTeUko7VHo7571w,Idx1__FUB7CqnhS4aQWGFQ,"Ordered their 3 rolls lunch special (Alaskan roll, white tuna roll and shrimp tempura roll) for pickup. For $10.95, the option comes with a soup or salad...",5
gEER8QYxzJtgcpQWB4BQzg,Idx1__FUB7CqnhS4aQWGFQ,I love the their fast service both in- person and delivery. The food is always fresh and quite affordable.,5
ZVES6hcPhp2FVvjgOaGWGQ,Idx1__FUB7CqnhS4aQWGFQ,"Our go to sushi place in bay ridge. The sushi is always fresh, never have problems with delivery, not overly expensive. They're awesome.",5
c6XxTO39aNtTFwA3LKFz7g,ZrzSDDj54aUlPqn4MQMKeQ,"Can't wait until we can go back to eat here in person. In the meantime their delivery is on-point - limited menu means that the fish is all super-fresh,...",5
4B8TpFnCyA-7ExOdQTrfEA,ZrzSDDj54aUlPqn4MQMKeQ,"High quality sushi in Bushwick. Not the place to go if you are trying to gobble 24 rolls in one sitting. But a great place to have some good hot saki,...",5
Oi-sDr4idxlplJgCn6P6xQ,ZrzSDDj54aUlPqn4MQMKeQ,"Moved away from this recently but had to pick up a package because I mailed it to the wrong address :(

Soooo while I was in the area I decided to stop by...",4
4xf1eTpO17h0cvY3XiTjPA,ldNAjLZ9sAM0PbPcJtz5Jg,I have been ordering from Inaka since I moved to Brooklyn...9 years. It's the only delivery I get. It's on point every time. Sure I'm a creature of habit...,5
x7AIeZ3RY5lymAu6WLOgKw,ldNAjLZ9sAM0PbPcJtz5Jg,"POST COVID REVIEW: not only is the sushi delicious, but the customer service here is very alive and thriving. The staff is so nice and always accommodating....",5
ZiQLbkAhvr7TBR-6P1fxQA,ldNAjLZ9sAM0PbPcJtz5Jg,"I love a sushi place with a generous fish-to-rice ratio, and Inaka definitely satisfies. The people there are super nice and accommodating too, and we've...",5
uuRgHDXcpgadeHR16LVzEw,_lS5EcBhVur3zQ5wxryGYw,Ordered delivery from here at 11:30PM. The woman who helped us order over the phone was very friendly. She made sure that our order and information was...,5
-mMSwRQg5iJ_y-gJWAcslw,_lS5EcBhVur3zQ5wxryGYw,"A great spot for sushi delivery. On delivery platforms it's under this name, in real life it's just Natto Hibachi & Sushi FYI. It was really fresh, and such...",4
4hIeYnhXKyuJ4v2tAPeFMg,_lS5EcBhVur3zQ5wxryGYw,My go-to sushi spot for delivery. Cheap and fast is great but only when it's DELISH to boot. Thanks for being consistently that Shin Ju! And for keeping my...,5
7WF3PGrwh_Kr_swiWk3QUw,MM5P9cKlzovYLcf5qf2SwQ,Staff is very friendly and warm! It took a few more minutes for my order to be ready for pick up but that was because there were many orders. There weresome...,5
AbzG4yqSsV84-Sk77g_cgA,MM5P9cKlzovYLcf5qf2SwQ,Absolutely phenomenal sushi. Next level and I crave this place often. Grateful this place came to the neighborhood so I've have access to high quality fish...,5
cJnggG8-hP1DORSfMKpz8Q,MM5P9cKlzovYLcf5qf2SwQ,Excellent experience overall. As soon as we got to the restaurant we were seated immediately. Plenty of outdoor seating with a good distance from other...,5
QelUAH3wPOLsHaczNerLUw,WELTQ_RjOH_Al_f5OK88WA,The food here is always amazing. The sushi is top notch best in Bushwick/ridgewood. Great prices. Fast delivery. Never a disappointment. My boyfriend got...,5
k3cvGQSESTjNc84CGNlV-g,WELTQ_RjOH_Al_f5OK88WA,"I ordered delivery from them today because it's still Covid 19 times, but it doesn't stop a sushi craving. 

The order was as expected. The fish was fresh....",5
Xg_xK8o1e0cYWs0-7jhkpw,WELTQ_RjOH_Al_f5OK88WA,"Best sushi in Bushwick. I am usually ordering the same things from SushiKing which's ""any regular rolls (3) "" I've placed order at sushi king at least 10...",5
PcerkorIKumHMKL32cKDKw,B-lJd1eBLcLk1StNbgAe9w,"I was craving sushi and Sushi Katsuei came highly recommended and wow was I happy I ordered from them!

We opted to pick up our order to avoid waiting...",5
Q4T0JqLO1UAuGiiOfmcXvQ,B-lJd1eBLcLk1StNbgAe9w,This place is worth every penny they charge. We ordered take out for Christmas and were really blown away by the freshness of our food. We ordered a sushi...,5
7M6KswdVHDUjtYLZuTDQlQ,B-lJd1eBLcLk1StNbgAe9w,Absolutely amazing. Some of the best sushi I've ever had. I called and placed an order for pickup. Definitely worth driving to park slope for.,5
dL9yyPWzPmMDaEJ_LQG1Jw,cL8TLMCbs2B-vgy3SFtPGg,Little wonder that Geido has long been the best and most popular Japanese restaurant in the neighborhood. Not only does Geido they have top-notch sushi but...,5
rfSSRZsSZ3fvgOeZDGVUUg,cL8TLMCbs2B-vgy3SFtPGg,My friend and I were craving sushi one day and decided to order from Geido due to the positive reviews he heard. We placed an ordered for the 7 sushi piece...,5
uqeFH1iD518dhvEJv-iyPg,cL8TLMCbs2B-vgy3SFtPGg,"Got takeout from Geidos this evening. It's so good to see my favorite Japanese restaurant up and running once again, Sat., Aug. 8th.  I'm Japanese-American...",5
LAjG8rHvNDlI2-l-lZmE6A,27ASh8-hTL5jp5d_WQGHxw,I was able to get a same day reservation on a Sunday night and boy was I grateful! Sushi just hits different when its eaten in the restaurant compared to at...,5
Ank0PgVzaTdCuWdim-VkJg,27ASh8-hTL5jp5d_WQGHxw,This establishment had very delicious food for early dinner in beautiful Parkslope. The out door dinning was great with everyone following covid 19...,4
YiXxlcFXAUoQRgFXAH9U-g,27ASh8-hTL5jp5d_WQGHxw,"Got takeout from here for dinner last night and it was good! After seeing all the positive reviews about the vegetables gyoza, decided to get some and I'm...",4
QKiD7jdXzlC3QhQtxh6w5A,49k7dpa5cNgKM0TBb593IA,"This is my go to place when I'm craving sushi in the neighborhood, and delivery is always SO FAST. 

Since COVID and doing more WFH, I have relied on their...",4
7TYSW6e_Dx9RUUYf7Zpt9A,49k7dpa5cNgKM0TBb593IA,Sumi is my go to for sushi in Brooklyn. Always consistent with the quality and was great comfort food when NYC was on lockdown during the first few months...,5
L0O5eD1b9tYUE6rgLUsMXg,49k7dpa5cNgKM0TBb593IA,"Am I just going to update this review every time I order? Maybe. But seriously, Sumi Sushi is like those old Jimmy John's commercials where the delivery guy...",5
HTp3gEfF2i36vMIT2NrV3A,pGYovGGnxm0tMmkiQJPygA,"I ordered takeout the day of by texting the number provided on their website w/ my name, order and pickup time. Seamless process, Quick response &...",5
-sMRuR7tnuhPu93UMEpfNQ,pGYovGGnxm0tMmkiQJPygA,"Love, love, love Ume. I haven't been eating out much since COVID but I am so glad that I made an exception. Ume was an experience worth all the hype.

At...",5
9CQVSyb8KkToBkUJfqwG1Q,pGYovGGnxm0tMmkiQJPygA,Wowowowowow. So freaking good. Extremely COVID safe and amazing space. The decorations and the style of the entire restaurant is so beautiful. You take off...,5
zqqETJrgeksDAI5uvuCIFw,kAM_S06FQlhtSSyrzrJb6w,Amazing fresh sushi! Fresh sashimi that tastes great is not easy to find. I am always happy to grab dinner here. I highly recommend the double salmon roll...,5
utOQ8EpnwcmVK7APLJeSSA,kAM_S06FQlhtSSyrzrJb6w,Best California role in the area for sure...it's simple but they've perfected it. Lunch boxes are affordable and delicious - Katsu in particular is very...,5
vGEZoUUo9Ql9MPyvp1KQYQ,kAM_S06FQlhtSSyrzrJb6w,Jpan is a gem in park slope. Their customer service is always great! My family and I have never been disappointed with the quality and care that they put...,5
egedBnZJ0gLokyu_4xrSgg,tT6teP3ZfCAfvdPdDoqG4A,"ah ki sushi~ they say that true friends can go months without seeing each other but still pick up right where they left off. like a good friend, ki is...",5
ssHgN2Yl5epGNDA6ljIoJw,tT6teP3ZfCAfvdPdDoqG4A,Covid-19 has given us a new way of dining experiences. I am so glad NYC has finally opened the doors for dining outside and given many of us the pleasure of...,5
CGwhfXgbdlVM58SiHyBw-Q,tT6teP3ZfCAfvdPdDoqG4A,Best sushi ever in Brooklyn. I loved coming here before covid cause they have a great indoor ambience and their servers are attentive and very kind. Now...,5
gWMQ9I3dT60r3ycY76E0wA,aE7hRzK1t80iFyi4Do77lw,"This spot has been open for about a year, but as it's tucked away in the back of the Japan Village Food Hall in Industry City, it's easy to miss, if it's...",5
Oq23NBoO8NCeKjsqgJuQEw,aE7hRzK1t80iFyi4Do77lw,"i'm so sad to hear that this place is currently closed! the sushi bar was located inside japan village, towards the back and to your left. it was surrounded...",4
-SUG6BTX2L9geEzT8tR7Rg,aE7hRzK1t80iFyi4Do77lw,"** 2.5 stars **

A sushi bar tucked into Japan Village, Uesugi covers kaisen don, sushi, and sashimi at the food court.  It is a solid option there,...",3
KV59JFjXJA-3mju7Uxq5Iw,4UqmQ-zLrbICQFoDhr5XnQ,This is a great spot to order from if you're looking for great sushi at a cheap price! While the quality of the fish and the presentation doesn't measure up...,5
Eckn1NSrYBK02MmbEgSd-g,4UqmQ-zLrbICQFoDhr5XnQ,I ordered on Seamless and the food was delicious. It was prepared promptly and was ready when I came there to pick it up. The sushi is very reasonably...,5
eENpgs5a_hwg6Ix_H7obyA,4UqmQ-zLrbICQFoDhr5XnQ,Even during these unfortunate times E Sushi doesn't disappoint ! After being locked up in the house for so long I can't help but crave for some take out and...,5
R4Gd6bN7jiO9EOWyQq28AQ,1kOLV0vs7dk7sY4h66cBCw,Thank you for being open in the midst of this pandemic! I am glad to try this sushi place because the other regular places we order from are temporarily...,4
zZY531AhXlIgKcvMcCFzjA,1kOLV0vs7dk7sY4h66cBCw,"This has now become our go-to for sushi delivery! We moved to the North Kensington neighborhood about 7 months ago, and hadn't considered the businesses...",5
oaduTFkg-Li-PwjDMJcGhg,1kOLV0vs7dk7sY4h66cBCw,We loved the sushi from One two free sushi!! Fresh and delicious! Thank you for supporting us Nurses and Doctors at Maimonides Medical Center SICU during...,5
znstYga0EkQrGhed027vWw,lQgMrqcMZghWd45VIhkUAA,This is a great delivery or take out sushi spot in the bustling area of downtown BK. Instead of ordering ahead of time we decided to go there directly and...,4
QmJQI1oxlUZkkScB1D2g6Q,lQgMrqcMZghWd45VIhkUAA,"This is our go-to sushi place. Excellent quality, super reasonable, quick deliveries, offers a number of gluten-free options or accommodations by request,...",5
YGBMzG1QkP272u3NJ_BOdg,lQgMrqcMZghWd45VIhkUAA,"After reading mixed reviews about Koto, I am ready to be the tiebreaker. 

Koto is among the plethora of sushi spots clustered in the 7th Avenue area. The...",4
4W-7gaz6d5o1ZZZtCWGW6g,_FICyzFLQxR7N62I6qU94A,My go to sushi delivery spot. Consistently fresh and tasty. Never messed my order up. Fast. Solid. I'm thankful for this place in times of quarantine and...,5
Z2dhVHT0L081UYeUUM49ag,_FICyzFLQxR7N62I6qU94A,"KanaHashi has been our go to sushi delivery spot for a few years now. Our go to order is the sweet heart roll, salmon avocado, and then we either add...",5
AVBcPTZlhicXG7xrCw69Vw,_FICyzFLQxR7N62I6qU94A,What a gem! Wonderful people working there to deliver you great service along with high quality sushi for a great price. I stumbled across this place and...,5
z2jXNh8BmxFXVu3brVvEdg,0nYfyel0UwlI1qXHOjTw0w,"I order pickup whenever I get sushi in Williamsburg! They have the orders ready right away and set aside for east pick up. Also, the Thai tea is better than...",5
xvsjco4Pf97AvpQ-ZD8E0A,0nYfyel0UwlI1qXHOjTw0w,"I've ordered from this place 3 times already in the last few days, they are GREAT! I had a hard time finding good/fresh sushi during the pandemic and...",5
_w2iYiND57npqreAxoV-Sw,0nYfyel0UwlI1qXHOjTw0w,"This spot serves fresh sushi! We were a group of 4 that dined in and were seated right away. 

Fast service and delicious food! 

I got three types of sushi...",5
5UUjN-GpSHyQQoL1rc8pCA,G4qZvheX74VwYvek7I8iQg,"I live in the area and come all the time! Great place for a good budget, especially if you forget to cook. Get the shrimp bun or vegan ramen ! You won't...",5
x6PTpw7PkJxEJ6_WYE6aDg,G4qZvheX74VwYvek7I8iQg,"I told my partner I want to get married here. 

That is all. 

Okay and also paper straws with vegan rose tea bubble tea - 



Must. Come. And come. Again.",5
B1PJKFL-PzCpZFzBh1guiQ,G4qZvheX74VwYvek7I8iQg,"We stopped in over the weekend due to good reviews, a nice outdoor eating space, and a hankering for both ramen and sushi. 

We had the basic pork ramen,...",4
vFm7RQ0mWZqJlQ18Yr0mWA,LHcpOjPtc8QQCrFiRFjWyA,"I'm a regular at slow loris and their food is awesome!!! i'm a big sushi fan and this spot is amazing for that. i've never once gotten sick from it, which i...",5
4x4RlUgJA7cdX41r-974_g,LHcpOjPtc8QQCrFiRFjWyA,"Fast delivery grub hub , and I ordered the takoyaki and the pork and chicken bao buns and oh my god I'm
So happy very interesting touch with the pork kind...",5
_9fWHByySC_dZVoY8O01Qg,LHcpOjPtc8QQCrFiRFjWyA,This place has been open for a while now. The quality has not diminished in the least. And the delivery food is just as good as their dine-in fare. I've had...,5
Qy2-i-XKMQ8dTTdvJSUq9w,91tQ4ToReVVCA5MTJi9gfw,PANDEMIC POST. On and off over the last two days I tried to get take out or delivery sushi from ANYWHERE because I needed a break from the same old...,5
LrzLPo581FhTSprTjYPl4Q,91tQ4ToReVVCA5MTJi9gfw,"They have great sushi, and are still open now in times of covid - they are super busy but doing their best to provide orders for delivery and pick-up. The...",5
T6fsKxaSjLwYFw4mPzhgxA,91tQ4ToReVVCA5MTJi9gfw,I was in DIRE need of an Kirin Extra Dry and stumbled out of the nearby convenience store falling flat on my ass from one too many Tito's and Tonics at the...,5
1ooEPRKNxQKnzs2cQlSNeg,Xk2zYFCknLOIZRv8T9z-Dw,"My go-to sushi delivery spot. I could honestly order from here daily. Between the amazing taste and the low-impact on my wallet, Sakura Tokyo is a true...",5
B1TTAEbfSzDXFZ1_g0zB1A,Xk2zYFCknLOIZRv8T9z-Dw,"Great spot by Nostrand & Atlantic Ave! They also make everything super quickly when I order for takeout. 

The platters are a good deal and the fish is...",5
sji9-M9zEmY0YDwhoHFbkQ,Xk2zYFCknLOIZRv8T9z-Dw,This is my go-to sushi place. I've placed countless ordered for pickup and delivery and the food is always consistently great! It is such a great value too!,5
LABYpD_zNPh2ptKwwVGRaA,HC18oDJ2svQoXIddP-wuyw,"Takeout review: great customer service and variety of authentic Japanese foods. As a Japanese person in BK, it's been a relief to see the variety of...",5
1ECHYIJZhebhbI4r84597Q,HC18oDJ2svQoXIddP-wuyw,"Covid-era review: Spectacular. We sat ""outside"" in a somewhat sealed area that featured a couple overhead heaters. Although it was 39F, we dressed fairly...",5
tOk4H70vkuXM5WiL4Km-UQ,HC18oDJ2svQoXIddP-wuyw,Amazing and high quality bento box with fast delivery. I was recommended to this place by a Japanese friend so I knew this must be authentic. I love the...,5
8yZ3k7zde4GfJyMXKrRJmA,EXEDl7BOLZksz3Uy_RVFhw,The sushi here is excellent. The best part is the specialty  and seasonal rolls. It's super creative and delicious. My favorite dishes here are the spider...,5
zArWjXMfAaNirnzaEahJ6Q,EXEDl7BOLZksz3Uy_RVFhw,"We love Yamato and we are so glad they are back! Their contactless pickup was extremely well-done- they have a plexiglass wall with a box, they place your...",5
dA8gx9Ak599tPZYuLS0ghw,EXEDl7BOLZksz3Uy_RVFhw,"Sometimes you just need some sushi.

If you're lucky, it's fresh, tasty, and served as pleasantly and efficiently as they do it at Yamato. 

Whether you...",5
bxQ5G9NOHBXimW1PnBA7QA,a7rM-AOM7_xi8AlWX-Thkg,"Love sushi and love Oita Sushi! Fresh fish and kind employees. I like to order catering from here. They have high quality platters.

They are mainly takeout...",5
xdjl7t0hvYibTheReThO9w,a7rM-AOM7_xi8AlWX-Thkg,I was running an errand in the city and decided to stop in for some sushi. This place is more of a take out spot. There is maybe 2 tables for seating. I got...,3
mTbFSSQ3GECUy6P4mL0ZpA,a7rM-AOM7_xi8AlWX-Thkg,"Tiny sushi restaurant with only two tables for two, and three stool seating. It's mostly a take out place. Ordering is done by tablet. Their takeout bag is...",4
GWQQ32L2zTP6v4ayIkURzw,U3ysEBmvdZXKmTdc3MxhGA,"I had a takeout from this place once before humanity got trapped at home, and now saw them on Yelp and ordered delivery. Both times the food was excellent...",5
n2VQ3YVeBlsj3o5Qdq2ohQ,U3ysEBmvdZXKmTdc3MxhGA,"One of my favorite sushi place, it's around my house and the quality of the food hit the right spot. Very recomendable!.",5
PSm4fWBNhIx32986_MBL5w,U3ysEBmvdZXKmTdc3MxhGA,"I ordered delivery for the first time from here the other week, in the mood for tekka don. When I opened my bag, I was blown away by what I got for the...",5
p2TAtSvKF7xaw_7vsiSyRg,e-G1yC5u8LOcQ-fx0Lxthw,"This is one of my favorite ramen spots in New York and I have eaten at many. You really can't go wrong with anything you order here, but I usually go for...",5
NrNwfd4OVBPpR6N_A2SkGQ,e-G1yC5u8LOcQ-fx0Lxthw,"My friend and I came here on a Friday night-we were lured by the good reviews and it didn't disappoint! The outdoor dining situation is a little dicey,...",5
j3uC_7CKXHmjSNHwINoGkw,e-G1yC5u8LOcQ-fx0Lxthw,I visited this restaurant late on a Wednesday night during quarantine.  I saw that the restaurant had very good reviews and the ramen looked great from the...,5
WXuATwnPiHBtrUo8kWG92Q,KxOAVoyJ55G-gEQqhnBpAQ,"Covid times: Handroll Bar is open in Dekalb market!

They've also opened a new location near park slope that specializes in rolls! I've ordered delivery...",5
p48Yc9gM49j4bDcPc-xvoQ,KxOAVoyJ55G-gEQqhnBpAQ,"I've never been a big handroll guy.

My mom (and only my mom) will tell you I'm a handsome guy.
No one will tell you I'm a handy guy.
I tried to be a...",5
cNddI2rqqlprS2-mIjljew,KxOAVoyJ55G-gEQqhnBpAQ,"Takeout sushi is tough to get right, and it rarely resembles the real deal by the time it arrives at my home. Daigo is a notable exception. Excellent take...",5
lLqFghOQYB6j4LXMRTVEnQ,fHHpSKT9u7PQBYaMW5cEkA,"Our favorite !
Amazing Japanese friend chicken box 
These meals got us through  covid cooking monotony
Plus Brussel sprouts & salmon roll -
Delicious and...",5
ZZKbnIrEhF81SCJ0RrvI1A,fHHpSKT9u7PQBYaMW5cEkA,Had the fried chicken bento box and let me tell you...it tingled all my senses! I did pick up but the staff was very friendly and the indoor dining vibe...,5
JK-_xYvBOKEu-jNQ5ZrFmg,fHHpSKT9u7PQBYaMW5cEkA,"The ambiance is a five for dinner, with low lights, a long table, upholstered banquets, and an open kitchen surrounded by lots of wooden structures, exposed...",3
OdK6wkJUStZA3gzPBwmswg,pb_ZeBeT3eYtr_Ctxjzy8g,I work in a predominantly West Indian community. Finding food to eat around there is very hard especially if you don't want to eat jerk chicken or any of...,5
9Kd3_BU324lngps-oNWTXg,pb_ZeBeT3eYtr_Ctxjzy8g,"Although i don't live around this place every time i get a chance to be in the area i always order in advance. For their piece, it's very very good. I...",5
zqqLVbymfCth7RHgz1s9lw,pb_ZeBeT3eYtr_Ctxjzy8g,I just love their shrimp tempura  never fails. When you actually go into the store everyone is usually very friendly nothing bad to say about them at all.,5
TCNEw8mCnM7DPcT_HnCkNA,bnCZgNyG9FRXRy7g2-rcMw,"I absolutely love this place!! 
I have been eating here for years, and have picked up take out since COVID 3 times now. 
This place has the most delicious...",5
Q_BTqrXreXjR3uZywsp2PA,bnCZgNyG9FRXRy7g2-rcMw,"My #1 Fav takeout Sushi restaurant 
Delicious and Fresh 
Highly recommend the veggie Gyoza and wasabi spicy tuna Crackers",5
cHGUWySr2duvRAc0jdk-sQ,bnCZgNyG9FRXRy7g2-rcMw,"Haven't ordered/been to the place in a while...years. Once it was very cold eating inside. 

Anyway. Ordered pickup. Impressed with sizes of...",5
zC-F85B6X6X1JbcMJ8pIdg,etIbdlTKz2yLkvr9MWNPvw,This place has fresh and yummy sushi! Very decently priced and good customer service during to go order during times of covid. Love that they have so many...,5
hSyp-rlQIZrtlZ0uKaBdoA,etIbdlTKz2yLkvr9MWNPvw,"Been ordering sushi from here for takeout, the prices are very reasonable as most places charges a lot for a roll. Most of their rolls are between $3-6 so...",5
pQVJzAzKj95cgav7_09rmA,etIbdlTKz2yLkvr9MWNPvw,This place was really worth the while. Due to Covid-19 I haven't been able to indulge in my favorite food which is ofc SUSHI! since March 8th and that's...,4
asrZw_hVMaZVnbDLo05UVA,yABDHEe69bBqcjxLtfY0Ag,"I ordered one chicken teriyaki during covid lock down and it was delicious.  I decided to go for pick up and even better.  My new favorite place ,...",5
9SxmNJ4s9gjpKAXfR2V9Nw,yABDHEe69bBqcjxLtfY0Ag,This place is so good! The prices are great and the sushi is AMAZING!  The woman at the counter is always nice and very helpful. They have a customer in me...,5
MYe85qkI8pb3p1m9oS1Y_Q,yABDHEe69bBqcjxLtfY0Ag,Stopped by after work for something quick. I got a checked bento box and as promised I got a healthy serving of chicken teriyaki on top of broccoli and a...,4
NxJogzTWZR_KvyaMUBajdQ,qNmHq3ST2bBinAN-TatwSg,Very generous sushi portions. Pretty fast delivery. And my orders are always correct.,5
nvrIi0JsS3H6k8jwM7NZmQ,qNmHq3ST2bBinAN-TatwSg,"Love their lunch special options, maybe next time I'll get the 2 roll lunch instead of 3 because i never finish. They're very nice people, the woman who...",4
